respondent_id,xyz_vaccine,seasonal_vaccine
29205,0.038184675,0.897427769
29206,0.222361181,0.785224576
29207,0.185051451,0.34030234
29208,0.187825228,0.957994254
29209,0.079949616,0.085648713
29210,0.040838945,0.0195844
29211,0.30565777,0.449583143
29212,0.008985957,0.029277067
29213,0.097894037,0.261569276
29214,0.232483778,0.777722995
29215,0.082999782,0.14881045
29216,0.507025242,0.696094442
29217,0.125688952,0.174239364
29218,0.683109505,0.811730975
29219,0.016045856,0.017085593
29220,0.060290086,0.835064521
29221,0.548254184,0.964400505
29222,0.02167469,0.032073137
29223,0.067430937,0.080116529
29224,0.811659363,0.435873297
29225,0.061776502,0.920141046
29226,0.230627198,0.325174166
29227,0.172487957,0.228848014
29228,0.385034492,0.695311209
29229,0.158396405,0.225584914
29230,0.594573031,0.358205847
29231,0.04295983,0.132060963
29232,0.163273287,0.236153122
29233,0.063677251,0.423396328
29234,0.00708757,0.011680487
29235,0.315252411,0.616956503
29236,0.706215443,0.832286671
29237,0.05535313,0.51903726
29238,0.587354117,0.858807368
29239,0.05523779,0.080559164
29240,0.136396608,0.429600839
29241,0.065099789,0.108718749
29242,0.122224544,0.909549167
29243,0.231518791,0.527279296
29244,0.89475642,0.929026271
29245,0.103452522,0.278859278
29246,0.047536572,0.737236188
29247,0.155350295,0.724077041
29248,0.100027983,0.030692478
29249,0.47170028,0.86218531
29250,0.120965568,0.892554902
29251,0.2153665,0.483277842
29252,0.544315302,0.75470543
29253,0.075060894,0.085309702
29254,0.400944406,0.712781347
29255,0.039189434,0.088630038
29256,0.198901396,0.427089369
29257,0.071065757,0.338039841
29258,0.088963354,0.17202971
29259,0.057529475,0.284567264
29260,0.817989124,0.725868596
29261,0.123280572,0.963249494
29262,0.331983751,0.372180372
29263,0.085762705,0.206839951
29264,0.710457889,0.881146316
29265,0.02271006,0.117289848
29266,0.021947837,0.050336211
29267,0.426143891,0.701171923
29268,0.447065313,0.040975092
29269,0.064967739,0.49126136
29270,0.097050569,0.174527466
29271,0.062914218,0.430320558
29272,0.214646827,0.341586137
29273,0.01262117,0.012448683
29274,0.036121062,0.927072494
29275,0.101490746,0.415861273
29276,0.05653019,0.185847103
29277,0.36023354,0.667845774
29278,0.064205384,0.050611889
29279,0.134310275,0.513348533
29280,0.341808126,0.764600246
29281,0.011632521,0.293795475
29282,0.124835959,0.715238553
29283,0.1933994,0.836001985
29284,0.012151754,0.082054481
29285,0.038774001,0.650719871
29286,0.034277772,0.181358728
29287,0.126380288,0.374246241
29288,0.120888906,0.845125032
29289,0.727189848,0.970031727
29290,0.022532186,0.087110665
29291,0.070166154,0.382962858
29292,0.626185742,0.790373141
29293,0.011444226,0.258495093
29294,0.329332319,0.417622176
29295,0.639300743,0.94075867
29296,0.277170362,0.698116121
29297,0.263800138,0.591184025
29298,0.051269231,0.76031681
29299,0.338438094,0.839828959
29300,0.004657022,0.31310997
29301,0.029265191,0.119214002
29302,0.452262104,0.883945277
29303,0.440514965,0.572615409
29304,0.198716845,0.505808985
29305,0.154422167,0.177695915
29306,0.121912189,0.272540217
29307,0.147219601,0.573811574
29308,0.524878547,0.566749934
29309,0.339275101,0.654317159
29310,0.145513048,0.972152687
29311,0.078295255,0.418057628
29312,0.124450604,0.128867616
29313,0.767478995,0.789832719
29314,0.030895928,0.10074493
29315,0.073648939,0.129840253
29316,0.062470687,0.319630708
29317,0.046177972,0.431636761
29318,0.337025991,0.779952977
29319,0.018987217,0.593713544
29320,0.197749447,0.684641615
29321,0.178841978,0.368919995
29322,0.057445476,0.094247176
29323,0.016983299,0.052592014
29324,0.526945229,0.788238774
29325,0.822307132,0.959315074
29326,0.198325694,0.551508459
29327,0.258467176,0.584469559
29328,0.226224858,0.459204549
29329,0.445944485,0.853194413
29330,0.129107367,0.346350175
29331,0.043004822,0.492292894
29332,0.02566174,0.065890002
29333,0.051336409,0.192866106
29334,0.249498087,0.068046126
29335,0.011090586,0.072651901
29336,0.079085771,0.239381293
29337,0.091800296,0.167816716
29338,0.101353031,0.262439468
29339,0.114463811,0.346930985
29340,0.060719513,0.756803492
29341,0.137593365,0.274396996
29342,0.04412877,0.825728722
29343,0.275037475,0.735253963
29344,0.002366672,0.005442959
29345,0.20682478,0.514311227
29346,0.026349183,0.023019638
29347,0.565354171,0.746466556
29348,0.635083225,0.81785755
29349,0.017765599,0.165518855
29350,0.042406232,0.097041747
29351,0.107211159,0.141292944
29352,0.192730906,0.546165778
29353,0.051216078,0.061348934
29354,0.051433967,0.180215985
29355,0.036285228,0.080590638
29356,0.033314836,0.149353454
29357,0.437577212,0.920047028
29358,0.640172134,0.864740671
29359,0.037933422,0.075952806
29360,0.046293345,0.095620311
29361,0.068194782,0.052345602
29362,0.067745677,0.711826519
29363,0.124990842,0.176559352
29364,0.333985732,0.700227961
29365,0.482520084,0.510523336
29366,0.003166508,0.023936211
29367,0.050054035,0.088904409
29368,0.090047696,0.176010092
29369,0.114831169,0.455276377
29370,0.323880438,0.666404188
29371,0.579025488,0.841479746
29372,0.202479292,0.835965732
29373,0.27557047,0.343740628
29374,0.256482482,0.198952009
29375,0.620229863,0.820980108
29376,0.212947483,0.499070206
29377,0.085878704,0.136155728
29378,0.111983438,0.025592081
29379,0.275063581,0.544068262
29380,0.164766548,0.73721192
29381,0.417571795,0.801802288
29382,0.457984678,0.120770058
29383,0.81424929,0.91010803
29384,0.618703875,0.83854733
29385,0.737724064,0.923253889
29386,0.108919564,0.481228305
29387,0.077091279,0.720190563
29388,0.006709865,0.343123636
29389,0.007485576,0.016106444
29390,0.104914919,0.959796766
29391,0.117610792,0.376142916
29392,0.49773945,0.922304579
29393,0.934133151,0.976954422
29394,0.036775436,0.620680344
29395,0.078335626,0.328668931
29396,0.063152969,0.139299821
29397,0.386114832,0.575366996
29398,0.125034677,0.869271511
29399,0.096718245,0.171758
29400,0.039171229,0.063547696
29401,0.342200973,0.735069885
29402,0.340644109,0.723708624
29403,0.170608275,0.410622908
29404,0.174435785,0.473444755
29405,0.067252402,0.207276874
29406,0.057523354,0.43546668
29407,0.630622505,0.821275326
29408,0.035382083,0.729256811
29409,0.768507977,0.896058794
29410,0.074633226,0.140976193
29411,0.878052364,0.95940651
29412,0.130276741,0.886313868
29413,0.020798354,0.072824166
29414,0.122829257,0.75977678
29415,0.588137623,0.76592571
29416,0.179338935,0.425125414
29417,0.096054807,0.678056937
29418,0.900758463,0.928844098
29419,0.905541362,0.955059479
29420,0.04156646,0.388595677
29421,0.493028888,0.156395475
29422,0.21998088,0.801000598
29423,0.457252081,0.823207453
29424,0.745434562,0.307641977
29425,0.365839239,0.798165389
29426,0.852925173,0.871384351
29427,0.491954076,0.853454854
29428,0.090863023,0.162347473
29429,0.054637851,0.927844713
29430,0.023771673,0.715480351
29431,0.11726681,0.630438453
29432,0.158063968,0.927953851
29433,0.193993838,0.712766624
29434,0.097158546,0.101112624
29435,0.053762958,0.656892615
29436,0.059136779,0.094039863
29437,0.586220367,0.898164579
29438,0.261905631,0.675665056
29439,0.045545529,0.061791515
29440,0.145224366,0.974344445
29441,0.069664468,0.638124089
29442,0.827535926,0.869555445
29443,0.058608487,0.089282194
29444,0.778523255,0.913794485
29445,0.17938198,0.666224876
29446,0.169261006,0.093918584
29447,0.195920252,0.578779024
29448,0.015964906,0.034501183
29449,0.089639846,0.161779123
29450,0.066784045,0.979927309
29451,0.121596808,0.509412828
29452,0.177317553,0.440775278
29453,0.033172145,0.865654087
29454,0.052680543,0.065384701
29455,0.069098074,0.49294488
29456,0.440347628,0.684460799
29457,0.124939234,0.284307841
29458,0.037516336,0.149269301
29459,0.398229022,0.733265307
29460,0.630138781,0.932540013
29461,0.046054411,0.037618028
29462,0.020136868,0.06384516
29463,0.448169661,0.915748926
29464,0.356112449,0.576376419
29465,0.014574765,0.734617899
29466,0.075342859,0.943128886
29467,0.274333042,0.686801099
29468,0.038659453,0.212334462
29469,0.284356352,0.624247039
29470,0.031645986,0.251715968
29471,0.62870855,0.801639323
29472,0.023274513,0.063491444
29473,0.039080908,0.249589579
29474,0.162435934,0.466142927
29475,0.631925978,0.812688194
29476,0.028335918,0.577586613
29477,0.034868207,0.120928413
29478,0.034185051,0.076493389
29479,0.095092358,0.631542537
29480,0.233970765,0.799713734
29481,0.214314986,0.806864105
29482,0.372307701,0.504366362
29483,0.059918331,0.737116093
29484,0.240601888,0.148012708
29485,0.45296515,0.928078155
29486,0.716475698,0.621691751
29487,0.081761429,0.403845202
29488,0.336079418,0.507096246
29489,0.006909171,0.008906581
29490,0.109089594,0.936562102
29491,0.249209416,0.349347024
29492,0.823437626,0.877880645
29493,0.012436909,0.076750242
29494,0.082778573,0.82898935
29495,0.588181365,0.917667109
29496,0.042130101,0.005879583
29497,0.02948664,0.097990421
29498,0.754824735,0.815427136
29499,0.086374017,0.151038802
29500,0.103704101,0.764221547
29501,0.008485966,0.02390521
29502,0.199703979,0.711744352
29503,0.170520537,0.454230954
29504,0.780704148,0.673475568
29505,0.055734643,0.227174925
29506,0.039567004,0.067246515
29507,0.013270621,0.714187247
29508,0.227914028,0.281263883
29509,0.027261687,0.333551056
29510,0.158864286,0.870899766
29511,0.249021823,0.36050505
29512,0.162933341,0.345736812
29513,0.197638881,0.232995842
29514,0.163117195,0.22939686
29515,0.068501843,0.197287698
29516,0.185097119,0.598995129
29517,0.114420632,0.420802071
29518,0.04534626,0.508248603
29519,0.030856577,0.013586516
29520,0.032875024,0.108877824
29521,0.002600023,0.058069669
29522,0.100505905,0.3912032
29523,0.095415894,0.309847676
29524,0.140694301,0.309961605
29525,0.044327035,0.08152478
29526,0.036432121,0.37455705
29527,0.157598226,0.297810274
29528,0.493100453,0.432325799
29529,0.581566037,0.821336401
29530,0.262727787,0.414896606
29531,0.066568196,0.325136725
29532,0.045415894,0.079858673
29533,0.064171943,0.134142475
29534,0.087265356,0.196757442
29535,0.060082577,0.161201609
29536,0.041519271,0.536031531
29537,0.413275945,0.84055871
29538,0.089831709,0.054343444
29539,0.044574867,0.154841768
29540,0.101755272,0.373757336
29541,0.098519867,0.798515738
29542,0.074613531,0.112939901
29543,0.019422062,0.088582813
29544,0.569444271,0.769160653
29545,0.295073151,0.63775014
29546,0.453010315,0.738686815
29547,0.207656286,0.528670239
29548,0.065396342,0.072138676
29549,0.116191449,0.596024109
29550,0.012289359,0.181091104
29551,0.068615231,0.144851264
29552,0.263992771,0.950387095
29553,0.375441782,0.730249218
29554,0.191436853,0.592602966
29555,0.550085647,0.894760825
29556,0.284725948,0.614724588
29557,0.171357715,0.267737744
29558,0.098838987,0.86681845
29559,0.075257646,0.129281124
29560,0.359195887,0.476437378
29561,0.010756907,0.022469637
29562,0.27488145,0.083093427
29563,0.124892372,0.131479102
29564,0.416952544,0.703626153
29565,0.116595148,0.535409416
29566,0.200210225,0.207591007
29567,0.111671829,0.83137301
29568,0.120285464,0.945818096
29569,0.125497171,0.409268238
29570,0.050765832,0.041523416
29571,0.191037498,0.548415121
29572,0.75930426,0.926355396
29573,0.588037106,0.723097974
29574,0.290824327,0.281583025
29575,0.089709392,0.074757581
29576,0.205660186,0.29689583
29577,0.622775469,0.892338088
29578,0.085365595,0.304011066
29579,0.100552666,0.174391825
29580,0.013055781,0.025532132
29581,0.835238175,0.875177974
29582,0.500408315,0.870294917
29583,0.777110462,0.951846916
29584,0.114882412,0.493622944
29585,0.175547071,0.180199618
29586,0.682692177,0.891319382
29587,0.128541074,0.654800785
29588,0.059246989,0.2237088
29589,0.112023942,0.968118433
29590,0.067736601,0.676376822
29591,0.113666835,0.523534751
29592,0.269110848,0.638272444
29593,0.087371422,0.697811847
29594,0.113957503,0.676455307
29595,0.378481142,0.960217369
29596,0.10380659,0.195519469
29597,0.11611689,0.652205551
29598,0.008977957,0.227682325
29599,0.09176954,0.427074482
29600,0.062922022,0.110019944
29601,0.728570164,0.502990729
29602,0.384369037,0.871215929
29603,0.193997033,0.445420525
29604,0.040357482,0.108343698
29605,0.044733784,0.020007726
29606,0.095666861,0.237280674
29607,0.034084719,0.147514285
29608,0.150834893,0.579836442
29609,0.051455895,0.158707706
29610,0.065438926,0.081689346
29611,0.014607535,0.040718658
29612,0.026859386,0.065815307
29613,0.61389816,0.488107364
29614,0.025299759,0.167248879
29615,0.382554732,0.714629795
29616,0.134595909,0.59923293
29617,0.684173109,0.867453046
29618,0.11610888,0.261541392
29619,0.295231753,0.523963097
29620,0.551729464,0.863850794
29621,0.181481233,0.599075433
29622,0.077941075,0.208367682
29623,0.546005488,0.702474616
29624,0.009371662,0.095803761
29625,0.434765566,0.32537804
29626,0.03379562,0.357415629
29627,0.038840266,0.528663336
29628,0.233087513,0.433694033
29629,0.102992896,0.927864821
29630,0.028613494,0.566872615
29631,0.122695102,0.067018877
29632,0.380734301,0.887369057
29633,0.09183225,0.397209821
29634,0.723849238,0.856637017
29635,0.014002619,0.100779605
29636,0.009054063,0.337902268
29637,0.212437658,0.813373739
29638,0.124668668,0.808400603
29639,0.264133345,0.690025659
29640,0.023599883,0.053090193
29641,0.234040501,0.743628893
29642,0.565352258,0.948568438
29643,0.189695395,0.462676664
29644,0.254655832,0.651871952
29645,0.649618023,0.924630614
29646,0.174411661,0.134727696
29647,0.868009882,0.964233458
29648,0.354320515,0.832160652
29649,0.1184729,0.188657838
29650,0.169704144,0.671410345
29651,0.060127262,0.359666952
29652,0.106007901,0.122091034
29653,0.134482264,0.740210518
29654,0.038125259,0.29747226
29655,0.099067729,0.574416688
29656,0.078528456,0.078874331
29657,0.240259243,0.8208201
29658,0.046756996,0.295192684
29659,0.019260984,0.041813741
29660,0.03673847,0.025865699
29661,0.045164771,0.201274602
29662,0.529234597,0.946554049
29663,0.245538716,0.488344687
29664,0.008668516,0.032540617
29665,0.100338253,0.111954924
29666,0.041347851,0.075881786
29667,0.076966764,0.669422539
29668,0.245348676,0.546126664
29669,0.018873216,0.138993964
29670,0.110456581,0.163311981
29671,0.067165074,0.140703235
29672,0.040736327,0.106697835
29673,0.232266763,0.491779838
29674,0.300802672,0.377945914
29675,0.27995298,0.902423812
29676,0.116793592,0.304277842
29677,0.307518385,0.960120928
29678,0.123659805,0.13861633
29679,0.023943855,0.107583966
29680,0.729323375,0.716166704
29681,0.017637892,0.794643105
29682,0.154999416,0.112247947
29683,0.085888825,0.346698108
29684,0.25224142,0.700370166
29685,0.805978785,0.36240005
29686,0.103562136,0.482973681
29687,0.224655545,0.179230426
29688,0.273761326,0.719949773
29689,0.03956665,0.115955359
29690,0.341384142,0.469279694
29691,0.898323519,0.724202632
29692,0.1200953,0.716319756
29693,0.13554284,0.527323952
29694,0.04353261,0.068993471
29695,0.535076315,0.529953238
29696,0.156466885,0.885046784
29697,0.025902882,0.085399709
29698,0.072612229,0.220171209
29699,0.214931781,0.555308318
29700,0.270748712,0.103872188
29701,0.215662759,0.109571317
29702,0.046515373,0.120979682
29703,0.215410774,0.841439946
29704,0.01690178,0.241768951
29705,0.205716297,0.871247243
29706,0.075080952,0.37277966
29707,0.169677362,0.292454137
29708,0.421916589,0.819989826
29709,0.17817196,0.212005818
29710,0.10233901,0.362256744
29711,0.053889103,0.076997392
29712,0.103366779,0.397803731
29713,0.457653732,0.703273048
29714,0.305568361,0.444485919
29715,0.099010953,0.921155759
29716,0.408228633,0.770658539
29717,0.004147099,0.011797045
29718,0.052802681,0.108371298
29719,0.628786028,0.911709939
29720,0.876716964,0.900511708
29721,0.027657399,0.104300158
29722,0.124008388,0.22099871
29723,0.078811204,0.209836445
29724,0.214921906,0.501002606
29725,0.238373743,0.531308157
29726,0.067743871,0.710702035
29727,0.463157717,0.465208878
29728,0.050956981,0.653304306
29729,0.013757134,0.019476095
29730,0.048656646,0.100827993
29731,0.070434724,0.19104281
29732,0.089452751,0.212011334
29733,0.163049244,0.672364213
29734,0.108871959,0.761844557
29735,0.331572106,0.599362138
29736,0.384845471,0.907442475
29737,0.033373766,0.939343775
29738,0.045327107,0.66480959
29739,0.051434517,0.191713012
29740,0.181400644,0.881241127
29741,0.512415388,0.659202438
29742,0.04091025,0.086524896
29743,0.05317975,0.082574857
29744,0.025039572,0.058140756
29745,0.075440292,0.220518881
29746,0.031237953,0.05321877
29747,0.107743763,0.28929804
29748,0.014500823,0.077333342
29749,0.070618339,0.429257359
29750,0.079107376,0.199784171
29751,0.158063656,0.206448098
29752,0.418796014,0.76521282
29753,0.168470902,0.590990767
29754,0.015098823,0.69811666
29755,0.081907851,0.117918041
29756,0.795720641,0.885145946
29757,0.369580904,0.697720126
29758,0.054238992,0.825387532
29759,0.06820527,0.219295538
29760,0.073808122,0.137824576
29761,0.164207507,0.575618811
29762,0.141198448,0.117972119
29763,0.175255216,0.44573179
29764,0.74150203,0.829532362
29765,0.041148915,0.159487341
29766,0.059185855,0.465358344
29767,0.066530645,0.129683889
29768,0.185701823,0.366561778
29769,0.501641728,0.624465105
29770,0.157249148,0.200277975
29771,0.67498386,0.959453349
29772,0.117769698,0.886005506
29773,0.160439011,0.918269918
29774,0.307821769,0.810567504
29775,0.257444185,0.843271001
29776,0.140725572,0.159461227
29777,0.039311681,0.190226955
29778,0.535960031,0.821877102
29779,0.037030909,0.12697074
29780,0.199699264,0.5585677
29781,0.083539897,0.157052487
29782,0.179810254,0.557772272
29783,0.324114445,0.822289208
29784,0.044328313,0.094502169
29785,0.452320853,0.85742956
29786,0.13510946,0.513677937
29787,0.104869348,0.821868962
29788,0.898969469,0.964741061
29789,0.722297517,0.469432305
29790,0.035100421,0.100648115
29791,0.080056389,0.481745826
29792,0.8046547,0.758164877
29793,0.077573977,0.236753762
29794,0.049491154,0.139071715
29795,0.071886609,0.128109664
29796,0.036472017,0.099146971
29797,0.429380924,0.730422033
29798,0.160254767,0.537541663
29799,0.033201267,0.09423997
29800,0.124371054,0.135700014
29801,0.635610047,0.703879154
29802,0.049946624,0.548137277
29803,0.230468298,0.364765622
29804,0.593125115,0.774833221
29805,0.166084709,0.414054114
29806,0.021388595,0.280546908
29807,0.724756862,0.801934178
29808,0.010441399,0.094952669
29809,0.015105796,0.011896065
29810,0.090217458,0.075248964
29811,0.062571916,0.165527545
29812,0.187761588,0.384621112
29813,0.198468419,0.336152466
29814,0.358394365,0.473198076
29815,0.22293595,0.757941378
29816,0.076719428,0.252881631
29817,0.07807851,0.257479213
29818,0.264249708,0.599839653
29819,0.161499688,0.82775674
29820,0.096497821,0.421499466
29821,0.139476464,0.236870894
29822,0.098578402,0.318887728
29823,0.2176185,0.539199749
29824,0.111167772,0.300959847
29825,0.117369053,0.831274729
29826,0.173091,0.406227049
29827,0.118801751,0.769820179
29828,0.607849867,0.882330632
29829,0.097258179,0.268949726
29830,0.125086517,0.627351793
29831,0.054546299,0.449778183
29832,0.436159737,0.904905854
29833,0.697842547,0.817858694
29834,0.048754759,0.059684087
29835,0.664747463,0.855375684
29836,0.180701825,0.692072505
29837,0.100446293,0.024344585
29838,0.199289586,0.54618045
29839,0.150236426,0.256835567
29840,0.34439964,0.881100486
29841,0.354911001,0.63189903
29842,0.066174566,0.479577756
29843,0.279315212,0.669303336
29844,0.118014198,0.153417363
29845,0.428021574,0.254963294
29846,0.008987956,0.047866477
29847,0.018465489,0.053289059
29848,0.031249042,0.081797304
29849,0.072562657,0.650062271
29850,0.706623365,0.848008194
29851,0.094658262,0.201327335
29852,0.147010958,0.435160044
29853,0.038446633,0.128282707
29854,0.284317487,0.886000441
29855,0.182540373,0.648177577
29856,0.336898117,0.305737129
29857,0.175262885,0.414634563
29858,0.216471902,0.378714459
29859,0.588799953,0.84129044
29860,0.080372387,0.490756573
29861,0.146865003,0.784504242
29862,0.112447583,0.529399384
29863,0.193042794,0.742319228
29864,0.839191828,0.930139976
29865,0.072607653,0.08109479
29866,0.051843697,0.436869492
29867,0.131598404,0.496546955
29868,0.115403563,0.978245007
29869,0.839692395,0.947404059
29870,0.029593846,0.218499674
29871,0.153219369,0.848584739
29872,0.083363616,0.303229293
29873,0.070209293,0.158944036
29874,0.065870884,0.832279943
29875,0.24379703,0.573457341
29876,0.07173797,0.421799057
29877,0.073365585,0.423903634
29878,0.473963907,0.933602473
29879,0.426143383,0.65226238
29880,0.038053218,0.71847302
29881,0.54734107,0.701710579
29882,0.284339222,0.513203713
29883,0.253190447,0.43958497
29884,0.165520155,0.228645633
29885,0.062767169,0.859874004
29886,0.317323693,0.473652154
29887,0.888218753,0.323908323
29888,0.080410423,0.582387509
29889,0.010225746,0.094716681
29890,0.094972998,0.637340573
29891,0.054959033,0.546849708
29892,0.45593081,0.97064047
29893,0.103901239,0.829556794
29894,0.078826487,0.520925107
29895,0.08336831,0.06121647
29896,0.057187327,0.014253516
29897,0.012594374,0.028329936
29898,0.072063597,0.223504468
29899,0.035389252,0.954605506
29900,0.784043255,0.521362803
29901,0.246407452,0.838665212
29902,0.212199066,0.940446887
29903,0.038253544,0.839025808
29904,0.094815474,0.449249074
29905,0.076615439,0.524774583
29906,0.401231393,0.612616155
29907,0.015212508,0.771842542
29908,0.359681104,0.755680507
29909,0.005965069,0.508141232
29910,0.641946564,0.906521588
29911,0.069932335,0.169366271
29912,0.216614573,0.157925085
29913,0.618374552,0.376002461
29914,0.571416165,0.655672419
29915,0.06661404,0.191485729
29916,0.06452043,0.054860273
29917,0.042858334,0.545348364
29918,0.399523923,0.802475882
29919,0.065437415,0.222945896
29920,0.469846808,0.747068756
29921,0.266340184,0.446615547
29922,0.802150666,0.889415684
29923,0.185284017,0.255082934
29924,0.360128374,0.395556326
29925,0.019164416,0.222141365
29926,0.371169223,0.269733128
29927,0.409922203,0.715308486
29928,0.04205152,0.48273505
29929,0.057521289,0.581471156
29930,0.110682524,0.863366284
29931,0.496327087,0.615261685
29932,0.055986507,0.715221698
29933,0.158048759,0.824090416
29934,0.159453063,0.932247696
29935,0.923838481,0.979945925
29936,0.116992111,0.325608309
29937,0.488381289,0.258644421
29938,0.576565079,0.059783213
29939,0.201937733,0.828285662
29940,0.075048607,0.143929692
29941,0.301981368,0.382163202
29942,0.513353429,0.65116841
29943,0.098276467,0.229479445
29944,0.091036394,0.182458161
29945,0.296844938,0.661534534
29946,0.124440343,0.725295509
29947,0.083069774,0.096190872
29948,0.006534884,0.014117118
29949,0.20818186,0.567287653
29950,0.616276082,0.954964963
29951,0.206311867,0.585082392
29952,0.485025205,0.913105896
29953,0.034774375,0.757081259
29954,0.090513079,0.115573868
29955,0.167330774,0.271581576
29956,0.336342794,0.041165758
29957,0.019789374,0.377529023
29958,0.230872453,0.480510573
29959,0.028633636,0.049534696
29960,0.036178386,0.042780381
29961,0.019928217,0.835881344
29962,0.423345941,0.928777224
29963,0.425911523,0.754078582
29964,0.011066439,0.34373665
29965,0.061693458,0.137970946
29966,0.053369574,0.605604344
29967,0.184063968,0.696311192
29968,0.146101699,0.81271916
29969,0.496953452,0.404577404
29970,0.361141127,0.875629659
29971,0.145786752,0.323807067
29972,0.039517203,0.049658315
29973,0.03633585,0.088452857
29974,0.628291955,0.194830537
29975,0.098672095,0.553369083
29976,0.186168797,0.913915242
29977,0.089469289,0.250547989
29978,0.259583735,0.385694378
29979,0.040603063,0.850793571
29980,0.391212079,0.767611909
29981,0.301783646,0.723698424
29982,0.069338362,0.341708707
29983,0.11644882,0.529038709
29984,0.02976165,0.048983462
29985,0.124648298,0.893281299
29986,0.915823562,0.98537984
29987,0.07357265,0.176939008
29988,0.262381465,0.545445438
29989,0.097540574,0.091291616
29990,0.037232552,0.145638429
29991,0.065719311,0.164206779
29992,0.044219982,0.059916786
29993,0.079555228,0.071479096
29994,0.06782173,0.197648893
29995,0.126251453,0.245784614
29996,0.044170555,0.437005329
29997,0.372292424,0.790434124
29998,0.097109986,0.080210357
29999,0.54480975,0.850183906
30000,0.142242953,0.088341607
30001,0.087539439,0.120550988
30002,0.30255872,0.668999579
30003,0.752465155,0.945801661
30004,0.196292708,0.808756133
30005,0.361885299,0.83304753
30006,0.07535456,0.85589817
30007,0.075950603,0.282386318
30008,0.098907228,0.35285046
30009,0.306564845,0.47297466
30010,0.134347711,0.540804904
30011,0.066557118,0.467978684
30012,0.405772757,0.891421975
30013,0.020453145,0.053002455
30014,0.037324757,0.507559395
30015,0.076575879,0.346442986
30016,0.18037446,0.561000548
30017,0.382163076,0.65436688
30018,0.053827303,0.716737817
30019,0.404019453,0.81773576
30020,0.084998534,0.154790771
30021,0.130730523,0.340909055
30022,0.058823001,0.366648162
30023,0.177107141,0.620921659
30024,0.138515746,0.688969359
30025,0.022533965,0.071691963
30026,0.267646383,0.457943734
30027,0.08769597,0.086853212
30028,0.238746603,0.302279306
30029,0.086529252,0.20766263
30030,0.031915714,0.12918464
30031,0.093688976,0.182826587
30032,0.033119289,0.124355566
30033,0.048157567,0.194509679
30034,0.48109556,0.759232798
30035,0.07890082,0.18199014
30036,0.036392469,0.052252696
30037,0.175313142,0.904847975
30038,0.049848544,0.248073158
30039,0.116283772,0.397879569
30040,0.034779714,0.019716548
30041,0.050565353,0.213052328
30042,0.094816278,0.861894776
30043,0.113091179,0.232658522
30044,0.074393187,0.155467388
30045,0.117146863,0.429570149
30046,0.19124258,0.663886443
30047,0.578804192,0.686393211
30048,0.037687327,0.074714924
30049,0.054874142,0.925736117
30050,0.535921588,0.882682992
30051,0.008969597,0.065940428
30052,0.254810274,0.564367343
30053,0.131194982,0.392124736
30054,0.308369433,0.682674541
30055,0.424669886,0.624982005
30056,0.04329661,0.047155515
30057,0.020210047,0.104206504
30058,0.7810845,0.653921988
30059,0.081096119,0.221037858
30060,0.298126472,0.402262868
30061,0.05778265,0.866455986
30062,0.167430357,0.787542178
30063,0.131823574,0.141953308
30064,0.039441864,0.953687124
30065,0.112812551,0.421905416
30066,0.063800284,0.214170291
30067,0.216642325,0.758169214
30068,0.375539224,0.259651949
30069,0.047138455,0.149089027
30070,0.0762256,0.163295806
30071,0.845060391,0.892149061
30072,0.126498895,0.921174305
30073,0.090393951,0.616741129
30074,0.552428781,0.93792787
30075,0.273555586,0.515313118
30076,0.055514495,0.059741023
30077,0.124132847,0.747311871
30078,0.087248359,0.240944326
30079,0.221685035,0.406924448
30080,0.378242677,0.924907144
30081,0.760615991,0.877412476
30082,0.1787815,0.837945796
30083,0.13473229,0.361100928
30084,0.325554978,0.643194387
30085,0.05013434,0.063437225
30086,0.064665083,0.087454963
30087,0.250349246,0.447722898
30088,0.121599473,0.252644805
30089,0.090504161,0.189005102
30090,0.089674928,0.134795956
30091,0.805470244,0.91111866
30092,0.011479867,0.022813002
30093,0.374492161,0.652877977
30094,0.057930884,0.945336997
30095,0.147370036,0.314097119
30096,0.117264731,0.275024105
30097,0.373651167,0.683701261
30098,0.173827898,0.322210448
30099,0.030988265,0.171117926
30100,0.069315561,0.204583215
30101,0.043088017,0.030722877
30102,0.185608941,0.323022793
30103,0.35682976,0.399952318
30104,0.721090749,0.737066232
30105,0.014000988,0.30342135
30106,0.525192131,0.760471361
30107,0.401334848,0.754816199
30108,0.209108679,0.254770524
30109,0.02053103,0.019545195
30110,0.23177378,0.967724185
30111,0.148690247,0.901633973
30112,0.227380394,0.159375111
30113,0.033377372,0.759601705
30114,0.150505663,0.652565998
30115,0.748465875,0.951190885
30116,0.132231596,0.421932975
30117,0.185137419,0.216324179
30118,0.355602184,0.313327729
30119,0.135370926,0.292549754
30120,0.332848095,0.840021449
30121,0.071212096,0.529173018
30122,0.016304437,0.087583217
30123,0.37509045,0.366564661
30124,0.584887784,0.757274644
30125,0.134363104,0.245451761
30126,0.018829581,0.194823255
30127,0.253249147,0.578232878
30128,0.58761601,0.677666455
30129,0.280739293,0.913197698
30130,0.166638559,0.46058261
30131,0.095141055,0.535726502
30132,0.101468232,0.070980705
30133,0.017451784,0.043084967
30134,0.098215474,0.956234021
30135,0.196419807,0.525094613
